row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
3101,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.407,0.07,0.238,0.056,0.482,0.188,0.189,0.0,0.019,0.969,0.0,0.005,0.1611611611611612,0.46646646646646656,0.1861861861861862,0.1861861861861862,11.0,12.0,0.324,0.248,0.128,0.086,0.086,0.341,13.0,,17.68,2870.0,1170.0,b
3102,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.473,0.048,0.242,0.06,0.526,0.237,0.174,0.018,0.235,0.726,0.0,0.001,0.1996007984031936,0.45309381237524954,0.2085828343313373,0.13872255489021956,12.0,12.0,0.377,0.332,0.125,0.109,0.125,0.365,12.0,,30.7,1749.0,2210.0,a
3103,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.333,0.09,0.282,0.118,0.492,0.195,0.2,0.01,0.339,0.65,0.0,0.0,0.21592039800995028,0.37014925373134333,0.2756218905472637,0.13830845771144282,9.0,11.0,0.329,0.236,0.142,0.109,0.116,0.324,12.0,,51.3,5400.0,5180.0,b
3104,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.514,0.05,0.09,0.055,0.482,0.246,0.139,0.023,0.011,0.933,0.006,0.005,0.06306306306306306,0.33933933933933935,0.3743743743743744,0.22322322322322322,10.0,8.0,0.28,0.26,0.084,0.071,0.166,0.229,12.0,,11.3,2240.0,1779.0,a
3105,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.425,0.072,0.261,0.076,0.507,0.27,0.139,0.113,0.08,0.781,0.02,0.009,0.20546558704453444,0.4109311740890689,0.24493927125506074,0.13866396761133604,13.0,9.0,0.355,0.242,0.128,0.086,,0.329,14.0,4.28,23.77,3840.0,3030.0,b
3107,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.492,0.048,0.14,0.04,0.515,0.226,0.168,0.026,0.015,0.913,0.004,0.023,0.06930693069306931,0.300990099009901,0.3069306930693069,0.3227722772277228,11.0,9.0,0.295,0.193,0.1,0.076,0.152,0.242,12.0,,10.41,1470.0,1069.0,a
3108,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.433,0.069,0.183,0.051,0.519,0.242,0.173,0.027,0.188,0.773,0.007,0.002,0.16116116116116114,0.39039039039039036,0.2912912912912912,0.15715715715715714,13.0,14.0,0.338,0.296,0.125,0.089,0.095,0.321,14.0,5.7,26.12,2899.0,1829.0,a
3109,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.424,0.097,0.281,0.065,0.51,0.228,0.169,0.007,0.529,0.444,0.007,0.003,0.19860973187686196,0.46375372393247266,0.2363455809334657,0.10129096325719958,11.0,9.0,0.393,0.214,0.169,0.09,,0.343,11.0,,29.62,10869.0,3689.0,a
3113,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.539,0.044,0.118,0.044,0.512,0.298,0.068,0.126,0.073,0.623,0.003,0.147,0.06706706706706707,0.13113113113113115,0.2112112112112112,0.5905905905905906,14.0,3.0,0.229,0.093,0.079,0.06,0.196,0.214,13.0,1.18,6.36,1660.0,1399.0,b
3114,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.545,0.026,0.134,0.072,0.481,0.232,0.198,0.029,0.003,0.928,0.0,0.011,0.04944500504540868,0.34611503531786075,0.4117053481331987,0.19273461150353177,10.0,8.0,0.326,,0.098,,0.182,0.257,13.0,,,,2020.0,a
3124,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.523,0.043,0.277,0.134,0.504,0.276,0.15,0.342,0.031,0.606,0.011,0.005,0.1946902654867257,0.32055063913471,0.344149459193707,0.14060963618485742,15.0,8.0,0.282,0.15,0.069,0.067,0.141,0.216,14.0,,14.39,1609.0,2010.0,b
3127,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.435,0.038,0.231,0.088,0.537,0.226,0.163,0.027,0.073,0.872,0.0,0.0,0.16028225806451613,0.46975806451612906,0.25705645161290325,0.11290322580645161,13.0,11.0,0.307,0.282,0.114,0.081,0.152,0.298,10.0,,17.81,3660.0,1420.0,a
3130,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.537,0.038,0.087,0.052,0.5,0.273,0.1,0.03,0.02,0.929,0.003,0.008,0.06693306693306694,0.26173826173826176,0.40459540459540466,0.2667332667332668,13.0,5.0,0.294,0.239,0.067,0.056,0.229,0.219,13.0,,10.61,2369.0,2119.0,a
3134,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.547,0.033,0.163,0.072,0.49,0.226,0.215,0.019,0.006,0.952,0.0,0.001,0.08980827447023208,0.38143289606458125,0.31786074672048437,0.21089808274470231,14.0,12.0,0.32,0.114,0.089,0.052,0.129,0.296,12.0,,33.11,2529.0,2609.0,a
3136,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.572,0.042,0.143,0.058,0.525,0.206,0.234,0.01,0.008,0.97,0.005,0.009,0.09768378650553876,0.43202416918429,0.33232628398791536,0.1379657603222558,13.0,11.0,0.323,0.234,0.114,0.074,0.169,0.25,10.0,,,5869.0,2949.0,a
3144,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.405,0.07,0.319,0.094,0.497,0.233,0.172,0.034,0.399,0.546,0.002,0.004,0.26206896551724135,0.36059113300492607,0.2541871921182266,0.1231527093596059,15.0,15.0,0.329,0.197,0.137,0.148,,0.354,12.0,,31.42,4400.0,2210.0,b
3145,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.455,0.062,0.202,0.046,0.474,0.199,0.097,0.069,0.411,0.445,0.007,0.043,0.12890625,0.271484375,0.33886718749999994,0.2607421875,15.0,8.0,0.349,0.269,0.103,0.11,0.19,0.243,12.0,10.8,6.48,1330.0,1180.0,a
3148,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.474,0.06,0.271,0.095,0.507,0.237,0.155,0.107,0.061,0.808,0.006,0.013,0.2013958125623131,0.34596211365902296,0.30608175473579263,0.1465603190428714,11.0,10.0,0.292,0.227,0.101,0.078,0.108,0.289,12.0,4.05,19.26,3779.0,2089.0,b
3149,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.622,0.034,0.131,0.047,0.512,0.227,0.199,0.024,0.005,0.942,0.0,0.0,0.08008008008008008,0.3603603603603603,0.37637637637637633,0.18318318318318316,12.0,12.0,0.284,0.234,0.102,0.095,,0.285,11.0,,22.84,3040.0,1520.0,a
3153,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Recreation,0.5,0.042,0.192,0.039,0.499,0.225,0.134,0.057,0.063,0.851,0.0,0.022,0.11561264822134387,0.32806324110671936,0.2756916996047431,0.28063241106719367,11.0,8.0,0.31,0.247,0.12,0.087,0.143,0.285,13.0,,17.71,3440.0,2009.0,a
3154,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.435,0.06,0.229,0.12,0.486,0.199,0.198,0.032,0.0,0.915,0.008,0.002,0.07247796278158668,0.277179236043095,0.40058765915768857,0.2497551420176298,6.0,6.0,0.252,0.208,0.103,0.076,0.204,0.207,9.0,,24.26,,3410.0,a
3155,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.487,0.07,0.164,0.05,0.522,0.216,0.141,0.041,0.242,0.654,0.0,0.032,0.11955420466058762,0.3232016210739615,0.2715298885511651,0.28571428571428564,12.0,9.0,0.336,0.184,0.12,0.088,0.132,0.285,12.0,6.19,15.18,1420.0,1350.0,b
3157,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.429,0.061,0.216,0.037,0.518,0.211,0.173,0.008,0.011,0.947,0.0,0.007,0.09869083585095668,0.391742195367573,0.3212487411883182,0.18831822759315203,12.0,13.0,0.342,0.277,0.144,0.105,0.09,0.33,13.0,2.3,8.71,1880.0,1309.0,a
3158,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.418,0.048,0.241,0.081,0.51,0.24,0.163,0.017,0.003,0.966,0.0,0.006,0.2272727272727273,0.35454545454545455,0.2777777777777778,0.14040404040404042,13.0,10.0,0.346,0.303,0.118,0.102,,0.284,14.0,,27.2,5099.0,6710.0,b
3159,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.433,0.097,0.385,0.143,0.491,0.326,0.074,0.024,0.014,0.179,0.714,0.008,0.126,0.384,0.329,0.161,18.0,8.0,0.322,0.394,0.079,0.057,0.135,0.288,,,,719.0,489.0,b
3160,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.478,0.04,0.244,0.104,0.517,0.137,0.277,0.055,0.009,0.894,0.015,0.01,0.04356435643564356,0.17425742574257425,0.3188118811881188,0.4633663366336634,6.0,9.0,0.176,0.138,0.066,0.044,0.217,0.125,12.0,,10.05,1319.0,1049.0,a
3161,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.527,0.064,0.275,0.074,0.5,0.194,0.109,0.426,0.116,0.305,0.015,0.149,0.17168674698795183,0.2680722891566265,0.1957831325301205,0.3644578313253012,15.0,6.0,0.246,0.155,0.075,0.085,0.176,0.265,11.0,4.74,3.9299999999999997,1769.0,1879.0,b
3164,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.419,0.075,0.231,0.053,0.508,0.199,0.185,0.014,0.008,0.96,0.0,0.002,0.19207920792079208,0.38613861386138615,0.25742574257425743,0.16435643564356436,10.0,12.0,0.305,0.307,0.14,0.102,0.072,0.326,13.0,3.71,17.83,3669.0,3569.0,b
3166,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Farm-dependent,0.503,0.067,0.233,0.112,0.508,0.242,0.187,0.03,0.006,0.955,0.005,0.001,0.14371859296482412,0.43618090452261304,0.2974874371859296,0.12261306532663316,12.0,12.0,0.343,0.26,0.106,0.072,0.189,0.304,9.0,,20.1,8270.0,4170.0,a
3167,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.27,0.094,0.205,0.065,0.449,0.207,0.124,0.029,0.066,0.882,0.005,0.0,0.2770605759682224,0.3892750744786494,0.26911618669314796,0.06454816285998013,10.0,10.0,0.385,0.375,0.125,0.151,0.148,0.377,13.0,,24.97,7199.0,4250.0,b
3171,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.423,0.04,0.272,0.123,0.503,0.229,0.187,0.219,0.031,0.733,0.011,0.012,0.1393939393939394,0.38181818181818183,0.2919191919191919,0.18686868686868688,11.0,12.0,0.313,0.26,0.1,0.09,,0.283,10.0,3.0,16.48,2689.0,1800.0,a
3172,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.411,0.041,0.314,0.124,0.524,0.216,0.168,0.049,0.017,0.732,0.135,0.0,0.1603585657370518,0.3376494023904383,0.28984063745019917,0.21215139442231076,13.0,11.0,0.331,0.257,0.12,0.078,0.089,0.277,10.0,7.4,22.58,2940.0,2410.0,a
3173,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.42,0.111,0.287,0.065,0.514,0.246,0.158,0.006,0.472,0.495,0.0,0.01,0.20719844357976652,0.433852140077821,0.2247081712062257,0.13424124513618677,14.0,14.0,0.388,0.225,0.154,0.122,0.059,0.38,12.0,10.43,25.83,2569.0,2760.0,b
3178,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.548,0.052,0.137,0.074,0.498,0.222,0.196,0.018,0.008,0.971,0.005,0.013,0.09751243781094526,0.42487562189054723,0.299502487562189,0.17810945273631837,10.0,11.0,0.279,0.13,0.082,0.04,0.2,0.221,12.0,,,2500.0,2470.0,b
3180,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.493,0.066,0.172,0.078,0.506,0.208,0.185,0.009,0.005,0.979,0.0,0.013,0.14591836734693878,0.5102040816326531,0.21224489795918366,0.13163265306122449,10.0,11.0,0.332,0.232,0.124,0.054,0.078,0.272,13.0,,23.5,2069.0,2609.0,b
3181,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.373,0.071,0.202,0.074,0.46,0.175,0.179,0.011,0.057,0.908,0.003,0.007,0.23152709359605908,0.43940886699507387,0.23940886699507385,0.08965517241379309,8.0,12.0,0.335,0.232,0.11,0.067,,0.342,14.0,8.9,21.0,16929.0,2420.0,a
3182,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.325,0.102,0.428,0.119,0.518,0.302,0.107,0.133,0.007,0.101,0.764,0.002,0.2661290322580645,0.33064516129032256,0.29032258064516125,0.11290322580645161,16.0,8.0,0.363,0.144,0.137,0.08,0.135,0.245,10.0,13.93,40.39,1529.0,1379.0,b
3186,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Nonspecialized,0.55,0.051,0.155,0.06,0.501,0.246,0.147,0.03,0.02,0.918,0.002,0.001,0.0727816550348953,0.3569292123629112,0.35393818544366895,0.2163509471585244,13.0,9.0,0.338,0.22,0.131,0.074,0.135,0.295,8.0,,19.44,3670.0,2149.0,a
3187,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.457,0.052,0.143,0.054,0.492,0.199,0.238,0.017,0.021,0.951,0.012,0.001,0.08062930186823994,0.37168141592920356,0.36873156342182895,0.17895771878072764,11.0,15.0,0.309,0.221,0.112,0.077,0.281,0.275,11.0,,26.2,2129.0,1199.0,b
3189,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.372,0.086,0.238,0.096,0.475,0.226,0.183,0.019,0.036,0.912,0.002,0.003,0.1767626613704071,0.43594836146971194,0.2562065541211519,0.13108242303872888,12.0,12.0,0.333,0.305,0.098,0.067,0.111,0.362,10.0,,35.94,6910.0,2160.0,b
3193,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.447,0.051,0.235,0.084,0.52,0.257,0.171,0.023,0.001,0.931,0.005,0.004,0.13807106598984772,0.3888324873096447,0.30253807106598984,0.17055837563451778,12.0,12.0,0.311,,0.134,0.076,,0.272,9.0,,23.9,12269.0,2460.0,a
3197,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.356,0.044,0.295,0.093,0.489,0.349,0.103,0.046,0.009,0.308,0.651,0.005,0.17682317682317683,0.3376623376623377,0.31768231768231775,0.16783216783216787,20.0,8.0,0.39,0.321,0.157,0.061,0.242,0.308,10.0,,83.68,4209.0,,a
3199,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.505,0.045,0.146,0.061,0.514,0.237,0.187,0.036,0.018,0.948,0.003,0.009,0.08955223880597016,0.4815920398009951,0.27263681592039807,0.15621890547263684,12.0,11.0,0.363,0.176,0.121,0.066,,0.305,13.0,,10.37,3549.0,2609.0,a
3201,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.466,0.054,0.258,0.098,0.476,0.287,0.151,0.015,0.008,0.579,0.377,0.003,0.11022044088176353,0.36472945891783565,0.3286573146292585,0.1963927855711423,17.0,6.0,0.352,0.195,0.108,0.053,0.199,0.289,11.0,,63.730000000000004,,3779.0,a
3202,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.519,0.051,0.173,0.071,0.516,0.248,0.151,0.111,0.09,0.75,0.008,0.01,0.09831181727904667,0.3118172790466733,0.3058589870903674,0.28401191658391256,13.0,10.0,0.325,0.194,0.108,0.072,0.147,0.241,8.0,5.64,9.0,1759.0,1339.0,b
3203,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.642,0.042,0.306,0.108,0.509,0.302,0.147,0.857,0.018,0.125,0.014,0.004,0.3154296875,0.2958984375,0.2685546875,0.1201171875,16.0,9.0,0.308,,0.112,0.072,,0.267,9.0,,31.4,5439.0,2089.0,a
3205,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.443,0.091,0.203,0.052,0.513,0.24,0.156,0.017,0.073,0.876,0.0,0.0,0.21471774193548387,0.40120967741935487,0.26411290322580644,0.11995967741935483,12.0,11.0,0.364,0.257,0.109,0.111,,0.335,14.0,,29.93,3530.0,3099.0,b
3210,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.412,0.081,0.289,0.107,0.513,0.233,0.189,0.055,0.295,0.638,0.003,0.007,0.231237322515213,0.45841784989858014,0.2079107505070994,0.10243407707910751,11.0,14.0,0.355,0.181,0.144,0.099,,0.316,13.0,,29.28,3319.0,1980.0,b
3211,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.568,0.034,0.155,0.052,0.511,0.214,0.142,0.262,0.028,0.406,0.015,0.277,0.11817279046673285,0.15590863952333664,0.27209533267130087,0.45382323733862956,12.0,7.0,0.209,0.097,0.07,0.071,0.212,0.164,8.0,2.3,4.43,1030.0,1019.0,a
3213,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Federal/State government-dependent,0.256,0.082,0.163,0.054,0.336,0.092,0.211,0.058,0.188,0.75,0.008,0.006,0.1892166836215666,0.5422177009155645,0.18616480162767038,0.08240081383519837,4.0,11.0,0.332,0.338,0.111,0.058,,0.227,14.0,,30.07,,,a
3214,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.447,0.054,0.256,0.057,0.49,0.232,0.166,0.001,0.297,0.681,0.0,0.0,0.21151936444885797,0.41410129096325715,0.24031777557100295,0.13406156901688182,10.0,13.0,0.356,0.195,0.107,0.097,,0.328,11.0,,31.34,8620.0,8160.0,b
3217,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.543,0.059,0.142,0.062,0.495,0.227,0.199,0.037,0.017,0.944,0.006,0.0,0.12139303482587066,0.41890547263681593,0.2915422885572139,0.16815920398009954,10.0,11.0,0.296,0.184,0.1,0.045,0.206,0.273,12.0,,17.17,2749.0,899.0,b
3218,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.459,0.087,0.212,0.05,0.527,0.24,0.176,0.015,0.426,0.544,0.006,0.004,0.227364185110664,0.3732394366197183,0.2505030181086519,0.1488933601609658,12.0,14.0,0.384,0.302,0.165,0.102,0.105,0.37,13.0,8.58,28.73,3440.0,2949.0,b
3220,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.363,0.098,0.241,0.091,0.512,0.192,0.179,0.022,0.415,0.551,0.0,0.003,0.31919191919191925,0.38989898989898997,0.20000000000000004,0.09090909090909091,10.0,12.0,0.317,,0.142,0.127,,0.312,13.0,,34.82,,,a
3221,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.543,0.046,0.141,0.096,0.506,0.222,0.257,0.019,0.007,0.92,0.041,0.0,0.1001011122345804,0.35085945399393326,0.3690596562184025,0.17997977755308395,9.0,12.0,0.304,,0.098,0.044,,0.273,12.0,,,3439.0,3449.0,a
3223,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.529,0.039,0.232,0.15,0.487,0.187,0.214,0.022,0.004,0.947,0.015,0.006,0.073,0.28,0.359,0.288,6.0,9.0,0.249,0.153,0.09,0.06,0.165,0.239,11.0,,34.65,2579.0,1259.0,a
3224,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.525,0.051,0.179,0.078,0.507,0.213,0.188,0.026,0.014,0.96,0.0,0.003,0.10878243512974052,0.4111776447105788,0.2834331337325349,0.1966067864271457,11.0,11.0,0.315,0.261,0.121,0.079,,0.328,13.0,,11.32,1980.0,1970.0,b
3225,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.547,0.031,0.157,0.101,0.464,0.184,0.171,0.0,0.003,0.981,0.004,0.013,0.09470468431771895,0.34725050916496947,0.3054989816700611,0.2525458248472505,16.0,2.0,0.312,,0.085,,,0.302,10.0,,,,,b
3226,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.516,0.04,0.379,0.237,0.511,0.204,0.246,0.107,0.0,0.881,0.009,0.01,0.13958125623130607,0.3100697906281156,0.32801595214356927,0.22233300099700895,9.0,12.0,0.291,,0.118,,,0.301,10.0,,,,1599.0,b
3228,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.619,0.046,0.155,0.061,0.481,0.13,0.142,0.16,0.048,0.417,0.006,0.339,0.12246963562753037,0.12550607287449392,0.20647773279352225,0.5455465587044535,11.0,7.0,0.156,0.092,0.059,0.068,0.21,0.157,8.0,7.369999999999999,4.27,749.0,650.0,b
3229,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.497,0.081,0.241,0.042,0.517,0.221,0.134,0.251,0.239,0.448,0.003,0.065,0.14939024390243902,0.23475609756097562,0.25101626016260165,0.3648373983739837,13.0,7.0,0.271,0.19,0.096,0.092,0.215,0.224,13.0,11.58,6.46,1300.0,1080.0,b
3230,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.471,0.057,0.246,0.076,0.497,0.22,0.17,0.047,0.038,0.886,0.0,0.011,0.18725099601593626,0.3695219123505976,0.3047808764940239,0.13844621513944225,10.0,11.0,0.313,0.235,0.13,0.092,0.065,0.314,13.0,4.5,16.57,3449.0,2810.0,a
3233,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.413,0.056,0.289,0.124,0.506,0.239,0.188,0.199,0.028,0.74,0.006,0.0,0.14328657314629256,0.37975951903807614,0.30260521042084165,0.17434869739478956,12.0,13.0,0.331,0.255,0.109,0.085,,0.296,10.0,4.12,19.59,2810.0,1730.0,b
3236,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.493,0.063,0.164,0.072,0.506,0.205,0.207,0.008,0.009,0.965,0.004,0.003,0.13618290258449306,0.5029821073558648,0.22266401590457258,0.1381709741550696,9.0,11.0,0.343,0.228,0.131,0.059,0.079,0.295,13.0,,22.67,2039.0,3079.0,a
3238,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.424,0.065,0.289,0.1,0.526,0.238,0.167,0.132,0.041,0.785,0.014,0.03,0.2233300099700897,0.3409770687936191,0.26221335992023925,0.1734795613160518,11.0,10.0,0.291,0.256,0.111,0.079,,0.29,13.0,,19.81,2270.0,1609.0,a
3239,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.406,0.078,0.241,0.061,0.529,0.282,0.147,0.028,0.415,0.551,0.0,0.003,0.238430583501006,0.4527162977867203,0.1861167002012072,0.12273641851106638,16.0,11.0,0.412,0.247,0.15,0.108,0.153,0.353,10.0,6.46,28.31,3260.0,1509.0,b
3240,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.415,0.061,0.261,0.087,0.499,0.232,0.161,0.036,0.289,0.642,0.005,0.006,0.1808080808080808,0.41010101010101013,0.2777777777777778,0.13131313131313133,14.0,13.0,0.347,0.221,0.137,0.096,,0.3,12.0,4.8,19.61,2230.0,1150.0,a
